Name,RollNumber,Branch,Year,CurrentCourse,Course1,Grade1,Course2,Grade2
Aakash Kulkarni,PhD23391,CSE,2022,TOC,444,6,CYBER,7
Simran Kulkarni,MT23392,ECE,2023,222,MOBILE,7,999,8
Varun Kulkarni,MT23393,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Kulkarni,PhD23394,CSD,2021,444,IOT,9,101,10
Nikhil Kulkarni,MT23395,CSB,2022,MOBILE,888,10,DSA,6
Ritu Kulkarni,MT23396,CSE,2023,666,GAME,6,303,7
Siddharth Kulkarni,PhD23397,ECE,2020,IOT,1111,7,CN,8
Neha Kulkarni,MT23398,CSAM,2021,888,OOPD,8,523,9
Kunal Kulkarni,MT23399,CSD,2022,GAME,202,9,AI,10
Shruti Kulkarni,PhD23400,CSB,2023,1111,OS,10,702,6
Aarav Deshpande,MT23401,CSE,2020,OOPD,401,6,NLP,7
Vivaan Deshpande,MT23402,ECE,2021,202,DBMS,7,920,8
Aditya Deshpande,PhD23403,CSAM,2022,OS,601,8,SEC,9
Vihaan Deshpande,MT23404,CSD,2023,401,ML,9,111,10
Arjun Deshpande,MT23405,CSB,2020,DBMS,815,10,COA,6
Sai Deshpande,PhD23406,CSE,2021,601,CV,6,333,7
Arnav Deshpande,MT23407,ECE,2022,ML,1005,7,WEB,8
Ayaan Deshpande,MT23408,CSAM,2023,815,TOC,8,555,9
Krishna Deshpande,PhD23409,CSD,2020,CV,222,9,CLOUD,10
Ishaan Deshpande,MT23410,CSB,2021,1005,ALGO,10,777,6
Shaurya Deshpande,MT23411,CSE,2022,TOC,444,6,CYBER,7
Atharv Deshpande,PhD23412,ECE,2023,222,MOBILE,7,999,8
Advik Deshpande,MT23413,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Deshpande,MT23414,CSD,2021,444,IOT,9,101,10
Reyansh Deshpande,PhD23415,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Deshpande,MT23416,CSE,2023,666,GAME,6,303,7
Diya Deshpande,MT23417,ECE,2020,IOT,1111,7,CN,8
Saanvi Deshpande,PhD23418,CSAM,2021,888,OOPD,8,523,9
Ananya Deshpande,MT23419,CSD,2022,GAME,202,9,AI,10
Pari Deshpande,MT23420,CSB,2023,1111,OS,10,702,6
Navya Deshpande,PhD23421,CSE,2020,OOPD,401,6,NLP,7
Angel Deshpande,MT23422,ECE,2021,202,DBMS,7,920,8
Ira Deshpande,MT23423,CSAM,2022,OS,601,8,SEC,9
Prisha Deshpande,PhD23424,CSD,2023,401,ML,9,111,10
Anaya Deshpande,MT23425,CSB,2020,DBMS,815,10,COA,6
Ravi Deshpande,MT23426,CSE,2021,601,CV,6,333,7
Priya Deshpande,PhD23427,ECE,2022,ML,1005,7,WEB,8
Amit Deshpande,MT23428,CSAM,2023,815,TOC,8,555,9
Sneha Deshpande,MT23429,CSD,2020,CV,222,9,CLOUD,10
Karan Deshpande,PhD23430,CSB,2021,1005,ALGO,10,777,6
Nisha Deshpande,MT23431,CSE,2022,TOC,444,6,CYBER,7
Rahul Deshpande,MT23432,ECE,2023,222,MOBILE,7,999,8
Divya Deshpande,PhD23433,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Deshpande,MT23434,CSD,2021,444,IOT,9,101,10
Rohan Deshpande,MT23435,CSB,2022,MOBILE,888,10,DSA,6
Anjali Deshpande,PhD23436,CSE,2023,666,GAME,6,303,7
Vikram Deshpande,MT23437,ECE,2020,IOT,1111,7,CN,8
Pooja Deshpande,MT23438,CSAM,2021,888,OOPD,8,523,9
Aryan Deshpande,PhD23439,CSD,2022,GAME,202,9,AI,10
Kavya Deshpande,MT23440,CSB,2023,1111,OS,10,702,6
Aakash Deshpande,MT23441,CSE,2020,OOPD,401,6,NLP,7
Simran Deshpande,PhD23442,ECE,2021,202,DBMS,7,920,8
Varun Deshpande,MT23443,CSAM,2022,OS,601,8,SEC,9
Tanvi Deshpande,MT23444,CSD,2023,401,ML,9,111,10
Nikhil Deshpande,PhD23445,CSB,2020,DBMS,815,10,COA,6
Ritu Deshpande,MT23446,CSE,2021,601,CV,6,333,7
Siddharth Deshpande,MT23447,ECE,2022,ML,1005,7,WEB,8
Neha Deshpande,PhD23448,CSAM,2023,815,TOC,8,555,9
Kunal Deshpande,MT23449,CSD,2020,CV,222,9,CLOUD,10
Shruti Deshpande,MT23450,CSB,2021,1005,ALGO,10,777,6
Aarav Patil,2021012,CS,2022,TOC,444,6,CYBER,7
Vivaan Patil,MT23452,ECE,2023,222,MOBILE,7,999,8
Aditya Patil,MT23453,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Patil,PhD23454,CSD,2021,444,IOT,9,101,10
Arjun Patil,MT23455,CSB,2022,MOBILE,888,10,DSA,6
Sai Patil,MT23456,CSE,2023,666,GAME,6,303,7
Arnav Patil,PhD23457,ECE,2020,IOT,1111,7,CN,8
Ayaan Patil,MT23458,CSAM,2021,888,OOPD,8,523,9
Krishna Patil,MT23459,CSD,2022,GAME,202,9,AI,10
Ishaan Patil,PhD23460,CSB,2023,1111,OS,10,702,6
Shaurya Patil,MT23461,CSE,2020,OOPD,401,6,NLP,7
Atharv Patil,MT23462,ECE,2021,202,DBMS,7,920,8
Advik Patil,PhD23463,CSAM,2022,OS,601,8,SEC,9
Pranav Patil,MT23464,CSD,2023,401,ML,9,111,10
Reyansh Patil,MT23465,CSB,2020,DBMS,815,10,COA,6
Aaradhya Patil,PhD23466,CSE,2021,601,CV,6,333,7
Diya Patil,MT23467,ECE,2022,ML,1005,7,WEB,8
Saanvi Patil,MT23468,CSAM,2023,815,TOC,8,555,9
Ananya Patil,PhD23469,CSD,2020,CV,222,9,CLOUD,10
Pari Patil,MT23470,CSB,2021,1005,ALGO,10,777,6
Navya Patil,MT23471,CSE,2022,TOC,444,6,CYBER,7
Angel Patil,PhD23472,ECE,2023,222,MOBILE,7,999,8
Ira Patil,MT23473,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Patil,MT23474,CSD,2021,444,IOT,9,101,10
Anaya Patil,PhD23475,CSB,2022,MOBILE,888,10,DSA,6
Ravi Patil,MT23476,CSE,2023,666,GAME,6,303,7
Priya Patil,MT23477,ECE,2020,IOT,1111,7,CN,8
Amit Patil,PhD23478,CSAM,2021,888,OOPD,8,523,9
Sneha Patil,MT23479,CSD,2022,GAME,202,9,AI,10
Karan Patil,MT23480,CSB,2023,1111,OS,10,702,6
Nisha Patil,PhD23481,CSE,2020,OOPD,401,6,NLP,7
Rahul Patil,MT23482,ECE,2021,202,DBMS,7,920,8
Divya Patil,MT23483,CSAM,2022,OS,601,8,SEC,9
Meera Patil,PhD23484,CSD,2023,401,ML,9,111,10
Rohan Patil,MT23485,CSB,2020,DBMS,815,10,COA,6
Anjali Patil,MT23486,CSE,2021,601,CV,6,333,7
Vikram Patil,PhD23487,ECE,2022,ML,1005,7,WEB,8
Pooja Patil,MT23488,CSAM,2023,815,TOC,8,555,9
Aryan Patil,MT23489,CSD,2020,CV,222,9,CLOUD,10
Kavya Patil,PhD23490,CSB,2021,1005,ALGO,10,777,6
Aakash Patil,MT23491,CSE,2022,TOC,444,6,CYBER,7
Simran Patil,MT23492,ECE,2023,222,MOBILE,7,999,8
Varun Patil,PhD23493,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Patil,MT23494,CSD,2021,444,IOT,9,101,10
Nikhil Patil,MT23495,CSB,2022,MOBILE,888,10,DSA,6
Ritu Patil,PhD23496,CSE,2023,666,GAME,6,303,7
Siddharth Patil,MT23497,ECE,2020,IOT,1111,7,CN,8
Neha Patil,MT23498,CSAM,2021,888,OOPD,8,523,9
Kunal Patil,PhD23499,CSD,2022,GAME,202,9,AI,10
Shruti Patil,MT23500,CSB,2023,1111,OS,10,702,6
Aarav Pawar,MT23501,CSE,2020,OOPD,401,6,NLP,7
Vivaan Pawar,PhD23502,ECE,2021,202,DBMS,7,920,8
Aditya Pawar,MT23503,CSAM,2022,OS,601,8,SEC,9
Vihaan Pawar,MT23504,CSD,2023,401,ML,9,111,10
Arjun Pawar,PhD23505,CSB,2020,DBMS,815,10,COA,6
Sai Pawar,MT23506,CSE,2021,601,CV,6,333,7
Arnav Pawar,MT23507,ECE,2022,ML,1005,7,WEB,8
Ayaan Pawar,PhD23508,CSAM,2023,815,TOC,8,555,9
Krishna Pawar,MT23509,CSD,2020,CV,222,9,CLOUD,10
Ishaan Pawar,MT23510,CSB,2021,1005,ALGO,10,777,6
Shaurya Pawar,PhD23511,CSE,2022,TOC,444,6,CYBER,7
Atharv Pawar,MT23512,ECE,2023,222,MOBILE,7,999,8
Advik Pawar,MT23513,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Pawar,PhD23514,CSD,2021,444,IOT,9,101,10
Reyansh Pawar,MT23515,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Pawar,MT23516,CSE,2023,666,GAME,6,303,7
Diya Pawar,PhD23517,ECE,2020,IOT,1111,7,CN,8
Saanvi Pawar,MT23518,CSAM,2021,888,OOPD,8,523,9
Ananya Pawar,MT23519,CSD,2022,GAME,202,9,AI,10
Pari Pawar,PhD23520,CSB,2023,1111,OS,10,702,6
Navya Pawar,MT23521,CSE,2020,OOPD,401,6,NLP,7
Angel Pawar,MT23522,ECE,2021,202,DBMS,7,920,8
Ira Pawar,PhD23523,CSAM,2022,OS,601,8,SEC,9
Prisha Pawar,MT23524,CSD,2023,401,ML,9,111,10
Anaya Pawar,MT23525,CSB,2020,DBMS,815,10,COA,6
Ravi Pawar,PhD23526,CSE,2021,601,CV,6,333,7
Priya Pawar,MT23527,ECE,2022,ML,1005,7,WEB,8
Amit Pawar,MT23528,CSAM,2023,815,TOC,8,555,9
Sneha Pawar,PhD23529,CSD,2020,CV,222,9,CLOUD,10
Karan Pawar,MT23530,CSB,2021,1005,ALGO,10,777,6
Nisha Pawar,MT23531,CSE,2022,TOC,444,6,CYBER,7
Rahul Pawar,PhD23532,ECE,2023,222,MOBILE,7,999,8
Divya Pawar,MT23533,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Pawar,MT23534,CSD,2021,444,IOT,9,101,10
Rohan Pawar,PhD23535,CSB,2022,MOBILE,888,10,DSA,6
Anjali Pawar,MT23536,CSE,2023,666,GAME,6,303,7
Vikram Pawar,MT23537,ECE,2020,IOT,1111,7,CN,8
Pooja Pawar,PhD23538,CSAM,2021,888,OOPD,8,523,9
Aryan Pawar,MT23539,CSD,2022,GAME,202,9,AI,10
Kavya Pawar,MT23540,CSB,2023,1111,OS,10,702,6
Aakash Pawar,PhD23541,CSE,2020,OOPD,401,6,NLP,7
Simran Pawar,MT23542,ECE,2021,202,DBMS,7,920,8
Varun Pawar,MT23543,CSAM,2022,OS,601,8,SEC,9
Tanvi Pawar,PhD23544,CSD,2023,401,ML,9,111,10
Nikhil Pawar,MT23545,CSB,2020,DBMS,815,10,COA,6
Ritu Pawar,MT23546,CSE,2021,601,CV,6,333,7
Siddharth Pawar,PhD23547,ECE,2022,ML,1005,7,WEB,8
Neha Pawar,MT23548,CSAM,2023,815,TOC,8,555,9
Kunal Pawar,MT23549,CSD,2020,CV,222,9,CLOUD,10
Shruti Pawar,PhD23550,CSB,2021,1005,ALGO,10,777,6
Aarav Jadhav,MT23551,CSE,2022,TOC,444,6,CYBER,7
Vivaan Jadhav,MT23552,ECE,2023,222,MOBILE,7,999,8
Aditya Jadhav,PhD23553,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Jadhav,MT23554,CSD,2021,444,IOT,9,101,10
Arjun Jadhav,MT23555,CSB,2022,MOBILE,888,10,DSA,6
Sai Jadhav,PhD23556,CSE,2023,666,GAME,6,303,7
Arnav Jadhav,MT23557,ECE,2020,IOT,1111,7,CN,8
Ayaan Jadhav,MT23558,CSAM,2021,888,OOPD,8,523,9
Krishna Jadhav,PhD23559,CSD,2022,GAME,202,9,AI,10
Ishaan Jadhav,MT23560,CSB,2023,1111,OS,10,702,6
Shaurya Jadhav,MT23561,CSE,2020,OOPD,401,6,NLP,7
Atharv Jadhav,PhD23562,ECE,2021,202,DBMS,7,920,8
Advik Jadhav,MT23563,CSAM,2022,OS,601,8,SEC,9
Pranav Jadhav,MT23564,CSD,2023,401,ML,9,111,10
Reyansh Jadhav,PhD23565,CSB,2020,DBMS,815,10,COA,6
Aaradhya Jadhav,MT23566,CSE,2021,601,CV,6,333,7
Diya Jadhav,MT23567,ECE,2022,ML,1005,7,WEB,8
Saanvi Jadhav,PhD23568,CSAM,2023,815,TOC,8,555,9
Ananya Jadhav,MT23569,CSD,2020,CV,222,9,CLOUD,10
Pari Jadhav,MT23570,CSB,2021,1005,ALGO,10,777,6
Navya Jadhav,PhD23571,CSE,2022,TOC,444,6,CYBER,7
Angel Jadhav,MT23572,ECE,2023,222,MOBILE,7,999,8
Ira Jadhav,MT23573,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Jadhav,PhD23574,CSD,2021,444,IOT,9,101,10
Anaya Jadhav,MT23575,CSB,2022,MOBILE,888,10,DSA,6
Ravi Jadhav,MT23576,CSE,2023,666,GAME,6,303,7
Priya Jadhav,PhD23577,ECE,2020,IOT,1111,7,CN,8
Amit Jadhav,MT23578,CSAM,2021,888,OOPD,8,523,9
Sneha Jadhav,MT23579,CSD,2022,GAME,202,9,AI,10
Karan Jadhav,PhD23580,CSB,2023,1111,OS,10,702,6
Nisha Jadhav,MT23581,CSE,2020,OOPD,401,6,NLP,7
Rahul Jadhav,MT23582,ECE,2021,202,DBMS,7,920,8
Divya Jadhav,PhD23583,CSAM,2022,OS,601,8,SEC,9
Meera Jadhav,MT23584,CSD,2023,401,ML,9,111,10
Rohan Jadhav,MT23585,CSB,2020,DBMS,815,10,COA,6
Anjali Jadhav,PhD23586,CSE,2021,601,CV,6,333,7
Vikram Jadhav,MT23587,ECE,2022,ML,1005,7,WEB,8
Pooja Jadhav,MT23588,CSAM,2023,815,TOC,8,555,9
Aryan Jadhav,PhD23589,CSD,2020,CV,222,9,CLOUD,10
Kavya Jadhav,MT23590,CSB,2021,1005,ALGO,10,777,6
Aakash Jadhav,MT23591,CSE,2022,TOC,444,6,CYBER,7
Simran Jadhav,PhD23592,ECE,2023,222,MOBILE,7,999,8
Varun Jadhav,MT23593,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Jadhav,MT23594,CSD,2021,444,IOT,9,101,10
Nikhil Jadhav,PhD23595,CSB,2022,MOBILE,888,10,DSA,6
Ritu Jadhav,MT23596,CSE,2023,666,GAME,6,303,7
Siddharth Jadhav,MT23597,ECE,2020,IOT,1111,7,CN,8
Neha Jadhav,PhD23598,CSAM,2021,888,OOPD,8,523,9
Kunal Jadhav,MT23599,CSD,2022,GAME,202,9,AI,10
Shruti Jadhav,MT23600,CSB,2023,1111,OS,10,702,6
Aarav Shinde,2021013,CS,2020,OOPD,401,6,NLP,7
Vivaan Shinde,MT24002,ECE,2021,202,DBMS,7,920,8
Aditya Shinde,MT24003,CSAM,2022,OS,601,8,SEC,9
Vihaan Shinde,PhD24004,CSD,2023,401,ML,9,111,10
Arjun Shinde,MT24005,CSB,2020,DBMS,815,10,COA,6
Sai Shinde,MT24006,CSE,2021,601,CV,6,333,7
Arnav Shinde,PhD24007,ECE,2022,ML,1005,7,WEB,8
Ayaan Shinde,MT24008,CSAM,2023,815,TOC,8,555,9
Krishna Shinde,MT24009,CSD,2020,CV,222,9,CLOUD,10
Ishaan Shinde,PhD24010,CSB,2021,1005,ALGO,10,777,6
Shaurya Shinde,MT24011,CSE,2022,TOC,444,6,CYBER,7
Atharv Shinde,MT24012,ECE,2023,222,MOBILE,7,999,8
Advik Shinde,PhD24013,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Shinde,MT24014,CSD,2021,444,IOT,9,101,10
Reyansh Shinde,MT24015,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Shinde,PhD24016,CSE,2023,666,GAME,6,303,7
Diya Shinde,MT24017,ECE,2020,IOT,1111,7,CN,8
Saanvi Shinde,MT24018,CSAM,2021,888,OOPD,8,523,9
Ananya Shinde,PhD24019,CSD,2022,GAME,202,9,AI,10
Pari Shinde,MT24020,CSB,2023,1111,OS,10,702,6
Navya Shinde,MT24021,CSE,2020,OOPD,401,6,NLP,7
Angel Shinde,PhD24022,ECE,2021,202,DBMS,7,920,8
Ira Shinde,MT24023,CSAM,2022,OS,601,8,SEC,9
Prisha Shinde,MT24024,CSD,2023,401,ML,9,111,10
Anaya Shinde,PhD24025,CSB,2020,DBMS,815,10,COA,6
Ravi Shinde,MT24026,CSE,2021,601,CV,6,333,7
Priya Shinde,MT24027,ECE,2022,ML,1005,7,WEB,8
Amit Shinde,PhD24028,CSAM,2023,815,TOC,8,555,9
Sneha Shinde,MT24029,CSD,2020,CV,222,9,CLOUD,10
Karan Shinde,MT24030,CSB,2021,1005,ALGO,10,777,6
Nisha Shinde,PhD24031,CSE,2022,TOC,444,6,CYBER,7
Rahul Shinde,MT24032,ECE,2023,222,MOBILE,7,999,8
Divya Shinde,MT24033,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Shinde,PhD24034,CSD,2021,444,IOT,9,101,10
Rohan Shinde,MT24035,CSB,2022,MOBILE,888,10,DSA,6
Anjali Shinde,MT24036,CSE,2023,666,GAME,6,303,7
Vikram Shinde,PhD24037,ECE,2020,IOT,1111,7,CN,8
Pooja Shinde,MT24038,CSAM,2021,888,OOPD,8,523,9
Aryan Shinde,MT24039,CSD,2022,GAME,202,9,AI,10
Kavya Shinde,PhD24040,CSB,2023,1111,OS,10,702,6
Aakash Shinde,MT24041,CSE,2020,OOPD,401,6,NLP,7
Simran Shinde,MT24042,ECE,2021,202,DBMS,7,920,8
Varun Shinde,PhD24043,CSAM,2022,OS,601,8,SEC,9
Tanvi Shinde,MT24044,CSD,2023,401,ML,9,111,10
Nikhil Shinde,MT24045,CSB,2020,DBMS,815,10,COA,6
Ritu Shinde,PhD24046,CSE,2021,601,CV,6,333,7
Siddharth Shinde,MT24047,ECE,2022,ML,1005,7,WEB,8
Neha Shinde,MT24048,CSAM,2023,815,TOC,8,555,9
Kunal Shinde,PhD24049,CSD,2020,CV,222,9,CLOUD,10
Shruti Shinde,MT24050,CSB,2021,1005,ALGO,10,777,6
Aarav More,MT24051,CSE,2022,TOC,444,6,CYBER,7
Vivaan More,PhD24052,ECE,2023,222,MOBILE,7,999,8
Aditya More,MT24053,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan More,MT24054,CSD,2021,444,IOT,9,101,10
Arjun More,PhD24055,CSB,2022,MOBILE,888,10,DSA,6
Sai More,MT24056,CSE,2023,666,GAME,6,303,7
Arnav More,MT24057,ECE,2020,IOT,1111,7,CN,8
Ayaan More,PhD24058,CSAM,2021,888,OOPD,8,523,9
Krishna More,MT24059,CSD,2022,GAME,202,9,AI,10
Ishaan More,MT24060,CSB,2023,1111,OS,10,702,6
Shaurya More,PhD24061,CSE,2020,OOPD,401,6,NLP,7
Atharv More,MT24062,ECE,2021,202,DBMS,7,920,8
Advik More,MT24063,CSAM,2022,OS,601,8,SEC,9
Pranav More,PhD24064,CSD,2023,401,ML,9,111,10
Reyansh More,MT24065,CSB,2020,DBMS,815,10,COA,6
Aaradhya More,MT24066,CSE,2021,601,CV,6,333,7
Diya More,PhD24067,ECE,2022,ML,1005,7,WEB,8
Saanvi More,MT24068,CSAM,2023,815,TOC,8,555,9
Ananya More,MT24069,CSD,2020,CV,222,9,CLOUD,10
Pari More,PhD24070,CSB,2021,1005,ALGO,10,777,6
Navya More,MT24071,CSE,2022,TOC,444,6,CYBER,7
Angel More,MT24072,ECE,2023,222,MOBILE,7,999,8
Ira More,PhD24073,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha More,MT24074,CSD,2021,444,IOT,9,101,10
Anaya More,MT24075,CSB,2022,MOBILE,888,10,DSA,6
Ravi More,PhD24076,CSE,2023,666,GAME,6,303,7
Priya More,MT24077,ECE,2020,IOT,1111,7,CN,8
Amit More,MT24078,CSAM,2021,888,OOPD,8,523,9
Sneha More,PhD24079,CSD,2022,GAME,202,9,AI,10
Karan More,MT24080,CSB,2023,1111,OS,10,702,6
Nisha More,MT24081,CSE,2020,OOPD,401,6,NLP,7
Rahul More,PhD24082,ECE,2021,202,DBMS,7,920,8
Divya More,MT24083,CSAM,2022,OS,601,8,SEC,9
Meera More,MT24084,CSD,2023,401,ML,9,111,10
Rohan More,PhD24085,CSB,2020,DBMS,815,10,COA,6
Anjali More,MT24086,CSE,2021,601,CV,6,333,7
Vikram More,MT24087,ECE,2022,ML,1005,7,WEB,8
Pooja More,PhD24088,CSAM,2023,815,TOC,8,555,9
Aryan More,MT24089,CSD,2020,CV,222,9,CLOUD,10
Kavya More,MT24090,CSB,2021,1005,ALGO,10,777,6
Aakash More,PhD24091,CSE,2022,TOC,444,6,CYBER,7
Simran More,MT24092,ECE,2023,222,MOBILE,7,999,8
Varun More,MT24093,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi More,PhD24094,CSD,2021,444,IOT,9,101,10
Nikhil More,MT24095,CSB,2022,MOBILE,888,10,DSA,6
Ritu More,MT24096,CSE,2023,666,GAME,6,303,7
Siddharth More,PhD24097,ECE,2020,IOT,1111,7,CN,8
Neha More,MT24098,CSAM,2021,888,OOPD,8,523,9
Kunal More,MT24099,CSD,2022,GAME,202,9,AI,10
Shruti More,PhD24100,CSB,2023,1111,OS,10,702,6
Aarav Kale,MT24101,CSE,2020,OOPD,401,6,NLP,7
Vivaan Kale,MT24102,ECE,2021,202,DBMS,7,920,8
Aditya Kale,PhD24103,CSAM,2022,OS,601,8,SEC,9
Vihaan Kale,MT24104,CSD,2023,401,ML,9,111,10
Arjun Kale,MT24105,CSB,2020,DBMS,815,10,COA,6
Sai Kale,PhD24106,CSE,2021,601,CV,6,333,7
Arnav Kale,MT24107,ECE,2022,ML,1005,7,WEB,8
Ayaan Kale,MT24108,CSAM,2023,815,TOC,8,555,9
Krishna Kale,PhD24109,CSD,2020,CV,222,9,CLOUD,10
Ishaan Kale,MT24110,CSB,2021,1005,ALGO,10,777,6
Shaurya Kale,MT24111,CSE,2022,TOC,444,6,CYBER,7
Atharv Kale,PhD24112,ECE,2023,222,MOBILE,7,999,8
Advik Kale,MT24113,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Kale,MT24114,CSD,2021,444,IOT,9,101,10
Reyansh Kale,PhD24115,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Kale,MT24116,CSE,2023,666,GAME,6,303,7
Diya Kale,MT24117,ECE,2020,IOT,1111,7,CN,8
Saanvi Kale,PhD24118,CSAM,2021,888,OOPD,8,523,9
Ananya Kale,MT24119,CSD,2022,GAME,202,9,AI,10
Pari Kale,MT24120,CSB,2023,1111,OS,10,702,6
Navya Kale,PhD24121,CSE,2020,OOPD,401,6,NLP,7
Angel Kale,MT24122,ECE,2021,202,DBMS,7,920,8
Ira Kale,MT24123,CSAM,2022,OS,601,8,SEC,9
Prisha Kale,PhD24124,CSD,2023,401,ML,9,111,10
Anaya Kale,MT24125,CSB,2020,DBMS,815,10,COA,6
Ravi Kale,MT24126,CSE,2021,601,CV,6,333,7
Priya Kale,PhD24127,ECE,2022,ML,1005,7,WEB,8
Amit Kale,MT24128,CSAM,2023,815,TOC,8,555,9
Sneha Kale,MT24129,CSD,2020,CV,222,9,CLOUD,10
Karan Kale,PhD24130,CSB,2021,1005,ALGO,10,777,6
Nisha Kale,MT24131,CSE,2022,TOC,444,6,CYBER,7
Rahul Kale,MT24132,ECE,2023,222,MOBILE,7,999,8
Divya Kale,PhD24133,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Kale,MT24134,CSD,2021,444,IOT,9,101,10
Rohan Kale,MT24135,CSB,2022,MOBILE,888,10,DSA,6
Anjali Kale,PhD24136,CSE,2023,666,GAME,6,303,7
Vikram Kale,MT24137,ECE,2020,IOT,1111,7,CN,8
Pooja Kale,MT24138,CSAM,2021,888,OOPD,8,523,9
Aryan Kale,PhD24139,CSD,2022,GAME,202,9,AI,10
Kavya Kale,MT24140,CSB,2023,1111,OS,10,702,6
Aakash Kale,MT24141,CSE,2020,OOPD,401,6,NLP,7
Simran Kale,PhD24142,ECE,2021,202,DBMS,7,920,8
Varun Kale,MT24143,CSAM,2022,OS,601,8,SEC,9
Tanvi Kale,MT24144,CSD,2023,401,ML,9,111,10
Nikhil Kale,PhD24145,CSB,2020,DBMS,815,10,COA,6
Ritu Kale,MT24146,CSE,2021,601,CV,6,333,7
Siddharth Kale,MT24147,ECE,2022,ML,1005,7,WEB,8
Neha Kale,PhD24148,CSAM,2023,815,TOC,8,555,9
Kunal Kale,MT24149,CSD,2020,CV,222,9,CLOUD,10
Shruti Kale,MT24150,CSB,2021,1005,ALGO,10,777,6
Aarav Bhosale,2021014,CS,2022,TOC,444,6,CYBER,7
Vivaan Bhosale,MT24152,ECE,2023,222,MOBILE,7,999,8
Aditya Bhosale,MT24153,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Bhosale,PhD24154,CSD,2021,444,IOT,9,101,10
Arjun Bhosale,MT24155,CSB,2022,MOBILE,888,10,DSA,6
Sai Bhosale,MT24156,CSE,2023,666,GAME,6,303,7
Arnav Bhosale,PhD24157,ECE,2020,IOT,1111,7,CN,8
Ayaan Bhosale,MT24158,CSAM,2021,888,OOPD,8,523,9
Krishna Bhosale,MT24159,CSD,2022,GAME,202,9,AI,10
Ishaan Bhosale,PhD24160,CSB,2023,1111,OS,10,702,6
Shaurya Bhosale,MT24161,CSE,2020,OOPD,401,6,NLP,7
Atharv Bhosale,MT24162,ECE,2021,202,DBMS,7,920,8
Advik Bhosale,PhD24163,CSAM,2022,OS,601,8,SEC,9
Pranav Bhosale,MT24164,CSD,2023,401,ML,9,111,10
Reyansh Bhosale,MT24165,CSB,2020,DBMS,815,10,COA,6
Aaradhya Bhosale,PhD24166,CSE,2021,601,CV,6,333,7
Diya Bhosale,MT24167,ECE,2022,ML,1005,7,WEB,8
Saanvi Bhosale,MT24168,CSAM,2023,815,TOC,8,555,9
Ananya Bhosale,PhD24169,CSD,2020,CV,222,9,CLOUD,10
Pari Bhosale,MT24170,CSB,2021,1005,ALGO,10,777,6
Navya Bhosale,MT24171,CSE,2022,TOC,444,6,CYBER,7
Angel Bhosale,PhD24172,ECE,2023,222,MOBILE,7,999,8
Ira Bhosale,MT24173,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Bhosale,MT24174,CSD,2021,444,IOT,9,101,10
Anaya Bhosale,PhD24175,CSB,2022,MOBILE,888,10,DSA,6
Ravi Bhosale,MT24176,CSE,2023,666,GAME,6,303,7
Priya Bhosale,MT24177,ECE,2020,IOT,1111,7,CN,8
Amit Bhosale,PhD24178,CSAM,2021,888,OOPD,8,523,9
Sneha Bhosale,MT24179,CSD,2022,GAME,202,9,AI,10
Karan Bhosale,MT24180,CSB,2023,1111,OS,10,702,6
Nisha Bhosale,PhD24181,CSE,2020,OOPD,401,6,NLP,7
Rahul Bhosale,MT24182,ECE,2021,202,DBMS,7,920,8
Divya Bhosale,MT24183,CSAM,2022,OS,601,8,SEC,9
Meera Bhosale,PhD24184,CSD,2023,401,ML,9,111,10
Rohan Bhosale,MT24185,CSB,2020,DBMS,815,10,COA,6
Anjali Bhosale,MT24186,CSE,2021,601,CV,6,333,7
Vikram Bhosale,PhD24187,ECE,2022,ML,1005,7,WEB,8
Pooja Bhosale,MT24188,CSAM,2023,815,TOC,8,555,9
Aryan Bhosale,MT24189,CSD,2020,CV,222,9,CLOUD,10
Kavya Bhosale,PhD24190,CSB,2021,1005,ALGO,10,777,6
